Description
"Clean lines and a rhinestone brooch add a charming touch to this three-piece skirt suit by Giovanna Signature. This set includes a collarless jacket with a rhinestone closure, a matching cami, and a modest column skirt. This suit is also machine washable for easy care.<br><br><a href='https://www.overstock.com/downloads/pdf/YDCGroup.pdf' target='_blank'>Click here to view the Giovanna Signature Collection's sizing guide</a><br><br><ul><li>Color options: Fuchsia, black, royal, silver, and white</li><li>Fit: Missy</li><li>Print: Solid</li><li>Camisole sleeves: Sleeveless</li><li>Jacket sleeves: Long</li><li>Waist details: Side elastic waistband</li><li>Neckline: Round neckline</li><li>Lining: Fully lined</li><li>Skirt closure: Back zipper with button closure</li><li>Jacket closure: Rhinestone brooch closure</li><li>Jacket features: Collarless, fully lined</li><li>Shell materials: 100-percent polyester</li><li>Lining materials: 100-percent polyester</li><li>Machine washable</li><li>Model: 0650</li></ul><br><b>The approximate length from the cami's top center back to the hem is 22 inches. The approximate skirt inseam is 33 inches. The approximate length from the jacket's top center back to the hem is 27.5 inches. These measurements were taken from a size 10.</b><br><br><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide<br></a><br><i>All measurements are approximate and may vary by size.</i><br>"
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"
"Look composed in this Giovanna Signature 3-piece skirt suit. This suit is made from a silk twill fabric and features a layered organza skirt for a classic elegant look. Satin camisole included. The rhinestone decorated brooch completes the impression of one used to a life of luxury. Hats are sold separately.
<br>
<br>
<ul>
 <li>Lining: Fully Lined</li>
 <li>Number of Pockets: 0</li>
 <li>Material: Polyester</li>
 <li>Suit Fit: Missy Fit</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Sizes: 10, 26W, 18W, 24W, 16W, 18, 20W, 14W, 16, 14, 22W, 12</li>
 <li>Color Options: Ice Blue, Pink, White, Ivory</li></ul><div><br></div>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a>
<br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a>
<br> 
<br>
<i>All measurements are approximate and may vary by size. </i>
<br>"











"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
</ul> <br> <br><span/><br>
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement 
Guide </a><br><a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a><br>"
"Giovanna Signature Women's Notch Collar, 3/4 Sleeve Pleated Cuffs, Ruched Front Rhinestone Buckle Fully Lined Jacket with Coordinating Asymmetrical Flounce Hem Mid Length Skirt 2 Piece Skirt Suit. Hats are sold separately.
<br> <br> <ul>
<li>Lining: Fully Lined</li>
<li>Number of Pockets: 0</li>
<li>Material: Polyester</li>
<li>Care Instruction: Dry Clean</li>
<li>Exact Color: White, Blue, Red, Silver</li>
<li>Size: 10, 18W, 24W, 16W, 20W, 14W, 16, 8, 14, 22W, 12</li>
<li>Color: White, Blue, Red, Silver</li>
